JAX Backend: gpu
JAX Devices: [CudaDevice(id=0)]

Loaded config from: /home/kraghavan/projects/ContLearn/kkt_run/kkt/../configs/mnist_condition2_heuristics.json
Problem type: classification
Dataset: mnist
Tasks: 10
AWB enabled: False

Output directory: /home/kraghavan/projects/ContLearn/kkt_run/kkt/results/mnist
Model path: /home/kraghavan/projects/ContLearn/kkt_run/kkt/results/mnist/model


############################################################
# Run 1 / 1
############################################################
Loading MNIST dataset

============================================================
Task 0
============================================================
Standard CL training (lr=0.000100, adaptive_lr_min=1.00e-06, loss_ratio=1.00)

  0%|          | 0/150 [00:00<?, ?it/s]
  1%|          | 1/150 [00:15<38:00, 15.31s/it]
100%|██████████| 5/5 [00:26<00:00,  5.41s/it, CE=1.114508e+01 H=1.023628e+01 dV_dx=-1.865190e-05 dV_dθ=-9.087770e-01 ||∇||=2.293409e+01 | Tr=0.1662 Te/Cur=0.1738 Te/Exp=0.5888]
100%|██████████| 5/5 [00:26<00:00,  5.40s/it, CE=1.114508e+01 H=1.023628e+01 dV_dx=-1.865190e-05 dV_dθ=-9.087770e-01 ||∇||=2.293409e+01 | Tr=0.1662 Te/Cur=0.1738 Te/Exp=0.5888]
  Main phase: 145 epochs at lr=1.00e-04
    Using experience replay
    Adaptive grad weights: [0.70, 0.20, 0.10] (current, experience, regularization)

  0%|          | 0/145 [00:00<?, ?it/s]
  1%|          | 1/145 [00:09<23:19,  9.72s/it]
  1%|          | 1/145 [00:14<23:19,  9.72s/it, CE=7.758344e-01 H=7.791852e-01 dV_dx=-1.397961e-05 dV_dθ=3.364793e-03 ||∇||=3.334243e+00 | Tr=0.6745]
  1%|▏         | 2/145 [00:14<16:33,  6.95s/it, CE=7.758344e-01 H=7.791852e-01 dV_dx=-1.397961e-05 dV_dθ=3.364793e-03 ||∇||=3.334243e+00 | Tr=0.6745]
  1%|▏         | 2/145 [00:19<16:33,  6.95s/it, CE=7.424608e-01 H=7.432558e-01 dV_dx=-4.116399e-05 dV_dθ=8.361724e-04 ||∇||=2.322772e+00 | Tr=0.7662]
  2%|▏         | 3/145 [00:19<14:20,  6.06s/it, CE=7.424608e-01 H=7.432558e-01 dV_dx=-4.116399e-05 dV_dθ=8.361724e-04 ||∇||=2.322772e+00 | Tr=0.7662]
  2%|▏         | 3/145 [00:24<14:20,  6.06s/it, CE=7.210714e-01 H=7.213652e-01 dV_dx=-2.063287e-05 dV_dθ=3.143707e-04 ||∇||=1.880459e+00 | Tr=0.8105]
  3%|▎         | 4/145 [00:24<12:58,  5.52s/it, CE=7.210714e-01 H=7.213652e-01 dV_dx=-2.063287e-05 dV_dθ=3.143707e-04 ||∇||=1.880459e+00 | Tr=0.8105]
  3%|▎         | 4/145 [00:29<12:58,  5.52s/it, CE=7.040091e-01 H=7.042609e-01 dV_dx=5.290515e-05 dV_dθ=1.988239e-04 ||∇||=1.610322e+00 | Tr=0.8388] 
  3%|▎         | 5/145 [00:29<12:36,  5.40s/it, CE=7.040091e-01 H=7.042609e-01 dV_dx=5.290515e-05 dV_dθ=1.988239e-04 ||∇||=1.610322e+00 | Tr=0.8388]
  3%|▎         | 5/145 [00:34<12:36,  5.40s/it, CE=6.888779e-01 H=6.890121e-01 dV_dx=-2.793326e-05 dV_dθ=1.620593e-04 ||∇||=1.426214e+00 | Tr=0.8563]
  4%|▍         | 6/145 [00:34<12:23,  5.35s/it, CE=6.888779e-01 H=6.890121e-01 dV_dx=-2.793326e-05 dV_dθ=1.620593e-04 ||∇||=1.426214e+00 | Tr=0.8563]
  4%|▍         | 6/145 [00:39<12:23,  5.35s/it, CE=6.761970e-01 H=6.763086e-01 dV_dx=-1.282582e-05 dV_dθ=1.244052e-04 ||∇||=1.288783e+00 | Tr=0.8701]
  5%|▍         | 7/145 [00:39<11:28,  4.99s/it, CE=6.761970e-01 H=6.763086e-01 dV_dx=-1.282582e-05 dV_dθ=1.244052e-04 ||∇||=1.288783e+00 | Tr=0.8701]
  5%|▍         | 7/145 [00:43<11:28,  4.99s/it, CE=6.646768e-01 H=6.647033e-01 dV_dx=-6.774502e-05 dV_dθ=9.427341e-05 ||∇||=1.191181e+00 | Tr=0.8805]
  6%|▌         | 8/145 [00:43<10:54,  4.78s/it, CE=6.646768e-01 H=6.647033e-01 dV_dx=-6.774502e-05 dV_dθ=9.427341e-05 ||∇||=1.191181e+00 | Tr=0.8805]
  6%|▌         | 8/145 [00:48<10:54,  4.78s/it, CE=6.544928e-01 H=6.546066e-01 dV_dx=4.401331e-05 dV_dθ=6.977524e-05 ||∇||=1.109692e+00 | Tr=0.8892] 
  6%|▌         | 9/145 [00:48<11:03,  4.88s/it, CE=6.544928e-01 H=6.546066e-01 dV_dx=4.401331e-05 dV_dθ=6.977524e-05 ||∇||=1.109692e+00 | Tr=0.8892]
  6%|▌         | 9/145 [00:53<11:03,  4.88s/it, CE=6.451696e-01 H=6.451328e-01 dV_dx=-7.746493e-05 dV_dθ=4.063989e-05 ||∇||=1.046233e+00 | Tr=0.8957]
  7%|▋         | 10/145 [00:53<11:00,  4.89s/it, CE=6.451696e-01 H=6.451328e-01 dV_dx=-7.746493e-05 dV_dθ=4.063989e-05 ||∇||=1.046233e+00 | Tr=0.8957]
  7%|▋         | 10/145 [00:58<11:00,  4.89s/it, CE=6.364999e-01 H=6.365305e-01 dV_dx=8.152710e-06 dV_dθ=2.239847e-05 ||∇||=9.975197e-01 | Tr=0.9018] 
  8%|▊         | 11/145 [00:58<10:58,  4.92s/it, CE=6.364999e-01 H=6.365305e-01 dV_dx=8.152710e-06 dV_dθ=2.239847e-05 ||∇||=9.975197e-01 | Tr=0.9018]
  8%|▊         | 11/145 [01:03<10:58,  4.92s/it, CE=6.290512e-01 H=6.290670e-01 dV_dx=1.319763e-05 dV_dθ=2.646284e-06 ||∇||=9.582493e-01 | Tr=0.9074]
  8%|▊         | 12/145 [01:03<10:47,  4.87s/it, CE=6.290512e-01 H=6.290670e-01 dV_dx=1.319763e-05 dV_dθ=2.646284e-06 ||∇||=9.582493e-01 | Tr=0.9074]
  8%|▊         | 12/145 [01:07<10:47,  4.87s/it, CE=6.224560e-01 H=6.224208e-01 dV_dx=-1.963903e-05 dV_dθ=-1.547844e-05 ||∇||=9.262900e-01 | Tr=0.9125]
  9%|▉         | 13/145 [01:07<10:02,  4.56s/it, CE=6.224560e-01 H=6.224208e-01 dV_dx=-1.963903e-05 dV_dθ=-1.547844e-05 ||∇||=9.262900e-01 | Tr=0.9125]
  9%|▉         | 13/145 [01:11<10:02,  4.56s/it, CE=6.166391e-01 H=6.166491e-01 dV_dx=3.290255e-05 dV_dθ=-2.290995e-05 ||∇||=8.945822e-01 | Tr=0.9173] 
 10%|▉         | 14/145 [01:11<10:02,  4.60s/it, CE=6.166391e-01 H=6.166491e-01 dV_dx=3.290255e-05 dV_dθ=-2.290995e-05 ||∇||=8.945822e-01 | Tr=0.9173]
 10%|▉         | 14/145 [01:16<10:02,  4.60s/it, CE=6.113697e-01 H=6.112152e-01 dV_dx=-1.218827e-04 dV_dθ=-3.261946e-05 ||∇||=8.684611e-01 | Tr=0.9205]
 10%|█         | 15/145 [01:16<10:09,  4.69s/it, CE=6.113697e-01 H=6.112152e-01 dV_dx=-1.218827e-04 dV_dθ=-3.261946e-05 ||∇||=8.684611e-01 | Tr=0.9205]
 10%|█         | 15/145 [01:21<10:09,  4.69s/it, CE=6.066431e-01 H=6.066225e-01 dV_dx=1.502488e-05 dV_dθ=-3.565907e-05 ||∇||=8.434401e-01 | Tr=0.9239] 
 11%|█         | 16/145 [01:21<10:23,  4.83s/it, CE=6.066431e-01 H=6.066225e-01 dV_dx=1.502488e-05 dV_dθ=-3.565907e-05 ||∇||=8.434401e-01 | Tr=0.9239]
 11%|█         | 16/145 [01:26<10:23,  4.83s/it, CE=6.023624e-01 H=6.022873e-01 dV_dx=-2.785854e-05 dV_dθ=-4.719668e-05 ||∇||=8.233353e-01 | Tr=0.9276]
 12%|█▏        | 17/145 [01:26<10:11,  4.78s/it, CE=6.023624e-01 H=6.022873e-01 dV_dx=-2.785854e-05 dV_dθ=-4.719668e-05 ||∇||=8.233353e-01 | Tr=0.9276]
 12%|█▏        | 17/145 [01:31<10:11,  4.78s/it, CE=5.983704e-01 H=5.984336e-01 dV_dx=1.182060e-04 dV_dθ=-5.503588e-05 ||∇||=8.068071e-01 | Tr=0.9308] 
 12%|█▏        | 18/145 [01:31<10:15,  4.85s/it, CE=5.983704e-01 H=5.984336e-01 dV_dx=1.182060e-04 dV_dθ=-5.503588e-05 ||∇||=8.068071e-01 | Tr=0.9308]
 12%|█▏        | 18/145 [01:36<10:15,  4.85s/it, CE=5.947237e-01 H=5.946919e-01 dV_dx=2.987007e-05 dV_dθ=-6.172884e-05 ||∇||=7.915453e-01 | Tr=0.9336]
 13%|█▎        | 19/145 [01:36<10:09,  4.83s/it, CE=5.947237e-01 H=5.946919e-01 dV_dx=2.987007e-05 dV_dθ=-6.172884e-05 ||∇||=7.915453e-01 | Tr=0.9336]
 13%|█▎        | 19/145 [01:40<10:09,  4.83s/it, CE=5.913394e-01 H=5.912047e-01 dV_dx=-6.656060e-05 dV_dθ=-6.807548e-05 ||∇||=7.782996e-01 | Tr=0.9355]
 14%|█▍        | 20/145 [01:40<09:49,  4.72s/it, CE=5.913394e-01 H=5.912047e-01 dV_dx=-6.656060e-05 dV_dθ=-6.807548e-05 ||∇||=7.782996e-01 | Tr=0.9355]
 14%|█▍        | 20/145 [01:44<09:49,  4.72s/it, CE=5.882166e-01 H=5.880557e-01 dV_dx=-8.652470e-05 dV_dθ=-7.438828e-05 ||∇||=7.661765e-01 | Tr=0.9383]
 14%|█▍        | 21/145 [01:44<09:18,  4.50s/it, CE=5.882166e-01 H=5.880557e-01 dV_dx=-8.652470e-05 dV_dθ=-7.438828e-05 ||∇||=7.661765e-01 | Tr=0.9383]
 14%|█▍        | 21/145 [01:49<09:18,  4.50s/it, CE=5.853537e-01 H=5.855173e-01 dV_dx=2.406975e-04 dV_dθ=-7.717385e-05 ||∇||=7.545613e-01 | Tr=0.9407] 
 15%|█▌        | 22/145 [01:49<09:19,  4.55s/it, CE=5.853537e-01 H=5.855173e-01 dV_dx=2.406975e-04 dV_dθ=-7.717385e-05 ||∇||=7.545613e-01 | Tr=0.9407]
 15%|█▌        | 22/145 [01:53<09:19,  4.55s/it, CE=5.826548e-01 H=5.827147e-01 dV_dx=1.436914e-04 dV_dθ=-8.376268e-05 ||∇||=7.431786e-01 | Tr=0.9428]
 16%|█▌        | 23/145 [01:53<09:00,  4.43s/it, CE=5.826548e-01 H=5.827147e-01 dV_dx=1.436914e-04 dV_dθ=-8.376268e-05 ||∇||=7.431786e-01 | Tr=0.9428]
 16%|█▌        | 23/145 [01:57<09:00,  4.43s/it, CE=5.800863e-01 H=5.800071e-01 dV_dx=9.301868e-06 dV_dθ=-8.850596e-05 ||∇||=7.337166e-01 | Tr=0.9451]
 17%|█▋        | 24/145 [01:57<08:57,  4.44s/it, CE=5.800863e-01 H=5.800071e-01 dV_dx=9.301868e-06 dV_dθ=-8.850596e-05 ||∇||=7.337166e-01 | Tr=0.9451]
 17%|█▋        | 24/145 [02:02<08:57,  4.44s/it, CE=5.777303e-01 H=5.778094e-01 dV_dx=1.691383e-04 dV_dθ=-9.003537e-05 ||∇||=7.237592e-01 | Tr=0.9470]
 17%|█▋        | 25/145 [02:02<09:04,  4.54s/it, CE=5.777303e-01 H=5.778094e-01 dV_dx=1.691383e-04 dV_dθ=-9.003537e-05 ||∇||=7.237592e-01 | Tr=0.9470]
 17%|█▋        | 25/145 [02:07<09:04,  4.54s/it, CE=5.756439e-01 H=5.757213e-01 dV_dx=1.690660e-04 dV_dθ=-9.171042e-05 ||∇||=7.139935e-01 | Tr=0.9482]
 18%|█▊        | 26/145 [02:07<08:58,  4.52s/it, CE=5.756439e-01 H=5.757213e-01 dV_dx=1.690660e-04 dV_dθ=-9.171042e-05 ||∇||=7.139935e-01 | Tr=0.9482]
 18%|█▊        | 26/145 [02:11<08:58,  4.52s/it, CE=5.737691e-01 H=5.736281e-01 dV_dx=-4.774352e-05 dV_dθ=-9.327476e-05 ||∇||=7.043175e-01 | Tr=0.9497]
 19%|█▊        | 27/145 [02:11<08:41,  4.42s/it, CE=5.737691e-01 H=5.736281e-01 dV_dx=-4.774352e-05 dV_dθ=-9.327476e-05 ||∇||=7.043175e-01 | Tr=0.9497]
 19%|█▊        | 27/145 [02:16<08:41,  4.42s/it, CE=5.719478e-01 H=5.717844e-01 dV_dx=-6.742665e-05 dV_dθ=-9.592908e-05 ||∇||=6.954160e-01 | Tr=0.9512]
 19%|█▉        | 28/145 [02:16<08:43,  4.48s/it, CE=5.719478e-01 H=5.717844e-01 dV_dx=-6.742665e-05 dV_dθ=-9.592908e-05 ||∇||=6.954160e-01 | Tr=0.9512]
 19%|█▉        | 28/145 [02:20<08:43,  4.48s/it, CE=5.702163e-01 H=5.701195e-01 dV_dx=-2.650826e-06 dV_dθ=-9.419211e-05 ||∇||=6.867970e-01 | Tr=0.9526]
 20%|██        | 29/145 [02:20<08:46,  4.54s/it, CE=5.702163e-01 H=5.701195e-01 dV_dx=-2.650826e-06 dV_dθ=-9.419211e-05 ||∇||=6.867970e-01 | Tr=0.9526]
 20%|██        | 29/145 [02:25<08:46,  4.54s/it, CE=5.685793e-01 H=5.684410e-01 dV_dx=-4.496981e-05 dV_dθ=-9.333413e-05 ||∇||=6.776356e-01 | Tr=0.9538]
 21%|██        | 30/145 [02:25<08:54,  4.65s/it, CE=5.685793e-01 H=5.684410e-01 dV_dx=-4.496981e-05 dV_dθ=-9.333413e-05 ||∇||=6.776356e-01 | Tr=0.9538]
 21%|██        | 30/145 [02:29<08:54,  4.65s/it, CE=5.669833e-01 H=5.668470e-01 dV_dx=-4.404177e-05 dV_dθ=-9.230233e-05 ||∇||=6.679843e-01 | Tr=0.9550]
 21%|██▏       | 31/145 [02:29<08:37,  4.54s/it, CE=5.669833e-01 H=5.668470e-01 dV_dx=-4.404177e-05 dV_dθ=-9.230233e-05 ||∇||=6.679843e-01 | Tr=0.9550]
 21%|██▏       | 31/145 [02:34<08:37,  4.54s/it, CE=5.654939e-01 H=5.653876e-01 dV_dx=-1.750369e-05 dV_dθ=-8.887218e-05 ||∇||=6.589138e-01 | Tr=0.9560]
 22%|██▏       | 32/145 [02:34<08:27,  4.49s/it, CE=5.654939e-01 H=5.653876e-01 dV_dx=-1.750369e-05 dV_dθ=-8.887218e-05 ||∇||=6.589138e-01 | Tr=0.9560]
 22%|██▏       | 32/145 [02:39<08:27,  4.49s/it, CE=5.640917e-01 H=5.640908e-01 dV_dx=8.674669e-05 dV_dθ=-8.764935e-05 ||∇||=6.508556e-01 | Tr=0.9570] 
 23%|██▎       | 33/145 [02:39<08:41,  4.66s/it, CE=5.640917e-01 H=5.640908e-01 dV_dx=8.674669e-05 dV_dθ=-8.764935e-05 ||∇||=6.508556e-01 | Tr=0.9570]
 23%|██▎       | 33/145 [02:44<08:41,  4.66s/it, CE=5.627152e-01 H=5.624114e-01 dV_dx=-2.183769e-04 dV_dθ=-8.548123e-05 ||∇||=6.429044e-01 | Tr=0.9584]
 23%|██▎       | 34/145 [02:44<08:48,  4.76s/it, CE=5.627152e-01 H=5.624114e-01 dV_dx=-2.183769e-04 dV_dθ=-8.548123e-05 ||∇||=6.429044e-01 | Tr=0.9584]
 23%|██▎       | 34/145 [02:48<08:48,  4.76s/it, CE=5.613962e-01 H=5.613109e-01 dV_dx=-1.541755e-07 dV_dθ=-8.509100e-05 ||∇||=6.350257e-01 | Tr=0.9596]
 24%|██▍       | 35/145 [02:48<08:35,  4.69s/it, CE=5.613962e-01 H=5.613109e-01 dV_dx=-1.541755e-07 dV_dθ=-8.509100e-05 ||∇||=6.350257e-01 | Tr=0.9596]
 24%|██▍       | 35/145 [02:53<08:35,  4.69s/it, CE=5.601150e-01 H=5.599092e-01 dV_dx=-1.220890e-04 dV_dθ=-8.369869e-05 ||∇||=6.279365e-01 | Tr=0.9608]
 25%|██▍       | 36/145 [02:53<08:37,  4.75s/it, CE=5.601150e-01 H=5.599092e-01 dV_dx=-1.220890e-04 dV_dθ=-8.369869e-05 ||∇||=6.279365e-01 | Tr=0.9608]
 25%|██▍       | 36/145 [02:57<08:37,  4.75s/it, CE=5.588799e-01 H=5.587131e-01 dV_dx=-8.700602e-05 dV_dθ=-7.979447e-05 ||∇||=6.197747e-01 | Tr=0.9620]
 26%|██▌       | 37/145 [02:57<08:04,  4.49s/it, CE=5.588799e-01 H=5.587131e-01 dV_dx=-8.700602e-05 dV_dθ=-7.979447e-05 ||∇||=6.197747e-01 | Tr=0.9620]
 26%|██▌       | 37/145 [03:02<08:04,  4.49s/it, CE=5.576928e-01 H=5.577100e-01 dV_dx=9.585333e-05 dV_dθ=-7.871917e-05 ||∇||=6.118397e-01 | Tr=0.9631] 
 26%|██▌       | 38/145 [03:02<08:18,  4.66s/it, CE=5.576928e-01 H=5.577100e-01 dV_dx=9.585333e-05 dV_dθ=-7.871917e-05 ||∇||=6.118397e-01 | Tr=0.9631]
 26%|██▌       | 38/145 [03:07<08:18,  4.66s/it, CE=5.565892e-01 H=5.565424e-01 dV_dx=3.027293e-05 dV_dθ=-7.714438e-05 ||∇||=6.046412e-01 | Tr=0.9641]
 27%|██▋       | 39/145 [03:07<08:09,  4.61s/it, CE=5.565892e-01 H=5.565424e-01 dV_dx=3.027293e-05 dV_dθ=-7.714438e-05 ||∇||=6.046412e-01 | Tr=0.9641]
 27%|██▋       | 39/145 [03:12<08:09,  4.61s/it, CE=5.555476e-01 H=5.555396e-01 dV_dx=6.756044e-05 dV_dθ=-7.556604e-05 ||∇||=5.972994e-01 | Tr=0.9650]
 28%|██▊       | 40/145 [03:12<08:12,  4.69s/it, CE=5.555476e-01 H=5.555396e-01 dV_dx=6.756044e-05 dV_dθ=-7.556604e-05 ||∇||=5.972994e-01 | Tr=0.9650]
 28%|██▊       | 40/145 [03:16<08:12,  4.69s/it, CE=5.545215e-01 H=5.543886e-01 dV_dx=-5.909957e-05 dV_dθ=-7.378404e-05 ||∇||=5.901978e-01 | Tr=0.9660]
 28%|██▊       | 41/145 [03:16<08:00,  4.62s/it, CE=5.545215e-01 H=5.543886e-01 dV_dx=-5.909957e-05 dV_dθ=-7.378404e-05 ||∇||=5.901978e-01 | Tr=0.9660]
 28%|██▊       | 41/145 [03:20<08:00,  4.62s/it, CE=5.535582e-01 H=5.533545e-01 dV_dx=-1.299198e-04 dV_dθ=-7.384221e-05 ||∇||=5.849038e-01 | Tr=0.9669]
 29%|██▉       | 42/145 [03:20<07:49,  4.55s/it, CE=5.535582e-01 H=5.533545e-01 dV_dx=-1.299198e-04 dV_dθ=-7.384221e-05 ||∇||=5.849038e-01 | Tr=0.9669]
 29%|██▉       | 42/145 [03:25<07:49,  4.55s/it, CE=5.526575e-01 H=5.526346e-01 dV_dx=5.144229e-05 dV_dθ=-7.438599e-05 ||∇||=5.797165e-01 | Tr=0.9679] 
 30%|██▉       | 43/145 [03:25<07:50,  4.61s/it, CE=5.526575e-01 H=5.526346e-01 dV_dx=5.144229e-05 dV_dθ=-7.438599e-05 ||∇||=5.797165e-01 | Tr=0.9679]
 30%|██▉       | 43/145 [03:30<07:50,  4.61s/it, CE=5.517490e-01 H=5.517539e-01 dV_dx=7.616211e-05 dV_dθ=-7.128935e-05 ||∇||=5.735638e-01 | Tr=0.9688]
 30%|███       | 44/145 [03:30<08:05,  4.81s/it, CE=5.517490e-01 H=5.517539e-01 dV_dx=7.616211e-05 dV_dθ=-7.128935e-05 ||∇||=5.735638e-01 | Tr=0.9688]
 30%|███       | 44/145 [03:35<08:05,  4.81s/it, CE=5.508983e-01 H=5.507527e-01 dV_dx=-7.503971e-05 dV_dθ=-7.053885e-05 ||∇||=5.679010e-01 | Tr=0.9695]
 31%|███       | 45/145 [03:35<08:08,  4.88s/it, CE=5.508983e-01 H=5.507527e-01 dV_dx=-7.503971e-05 dV_dθ=-7.053885e-05 ||∇||=5.679010e-01 | Tr=0.9695]
 31%|███       | 45/145 [03:40<08:08,  4.88s/it, CE=5.500684e-01 H=5.498724e-01 dV_dx=-1.265060e-04 dV_dθ=-6.950395e-05 ||∇||=5.626533e-01 | Tr=0.9703]
 32%|███▏      | 46/145 [03:40<08:02,  4.87s/it, CE=5.500684e-01 H=5.498724e-01 dV_dx=-1.265060e-04 dV_dθ=-6.950395e-05 ||∇||=5.626533e-01 | Tr=0.9703]
 32%|███▏      | 46/145 [03:45<08:02,  4.87s/it, CE=5.492234e-01 H=5.491432e-01 dV_dx=-1.051861e-05 dV_dθ=-6.968312e-05 ||∇||=5.576578e-01 | Tr=0.9712]
 32%|███▏      | 47/145 [03:45<07:55,  4.85s/it, CE=5.492234e-01 H=5.491432e-01 dV_dx=-1.051861e-05 dV_dθ=-6.968312e-05 ||∇||=5.576578e-01 | Tr=0.9712]
 32%|███▏      | 47/145 [03:50<07:55,  4.85s/it, CE=5.484171e-01 H=5.484366e-01 dV_dx=8.816077e-05 dV_dθ=-6.873049e-05 ||∇||=5.520826e-01 | Tr=0.9717] 
 33%|███▎      | 48/145 [03:50<07:43,  4.78s/it, CE=5.484171e-01 H=5.484366e-01 dV_dx=8.816077e-05 dV_dθ=-6.873049e-05 ||∇||=5.520826e-01 | Tr=0.9717]
 33%|███▎      | 48/145 [03:54<07:43,  4.78s/it, CE=5.476282e-01 H=5.475521e-01 dV_dx=-7.399807e-06 dV_dθ=-6.869738e-05 ||∇||=5.477054e-01 | Tr=0.9727]
 34%|███▍      | 49/145 [03:54<07:36,  4.75s/it, CE=5.476282e-01 H=5.475521e-01 dV_dx=-7.399807e-06 dV_dθ=-6.869738e-05 ||∇||=5.477054e-01 | Tr=0.9727]
 34%|███▍      | 49/145 [03:59<07:36,  4.75s/it, CE=5.468452e-01 H=5.469930e-01 dV_dx=2.174595e-04 dV_dθ=-6.960712e-05 ||∇||=5.431130e-01 | Tr=0.9732] 
 34%|███▍      | 50/145 [03:59<07:38,  4.83s/it, CE=5.468452e-01 H=5.469930e-01 dV_dx=2.174595e-04 dV_dθ=-6.960712e-05 ||∇||=5.431130e-01 | Tr=0.9732]
 34%|███▍      | 50/145 [04:07<07:38,  4.83s/it, CE=5.460488e-01 H=5.459255e-01 dV_dx=-5.486599e-05 dV_dθ=-6.840658e-05 ||∇||=5.379188e-01 | Tr=0.9738 Te/Cur=0.9630 Te/Exp=0.7898]
 35%|███▌      | 51/145 [04:07<08:37,  5.50s/it, CE=5.460488e-01 H=5.459255e-01 dV_dx=-5.486599e-05 dV_dθ=-6.840658e-05 ||∇||=5.379188e-01 | Tr=0.9738 Te/Cur=0.9630 Te/Exp=0.7898]
 35%|███▌      | 51/145 [04:11<08:37,  5.50s/it, CE=5.453333e-01 H=5.452211e-01 dV_dx=-4.516096e-05 dV_dθ=-6.701857e-05 ||∇||=5.335318e-01 | Tr=0.9743]                            
 36%|███▌      | 52/145 [04:11<07:53,  5.09s/it, CE=5.453333e-01 H=5.452211e-01 dV_dx=-4.516096e-05 dV_dθ=-6.701857e-05 ||∇||=5.335318e-01 | Tr=0.9743]
 36%|███▌      | 52/145 [04:15<07:53,  5.09s/it, CE=5.445952e-01 H=5.447831e-01 dV_dx=2.551491e-04 dV_dθ=-6.723668e-05 ||∇||=5.295165e-01 | Tr=0.9748] 
 37%|███▋      | 53/145 [04:15<07:32,  4.92s/it, CE=5.445952e-01 H=5.447831e-01 dV_dx=2.551491e-04 dV_dθ=-6.723668e-05 ||∇||=5.295165e-01 | Tr=0.9748]
 37%|███▋      | 53/145 [04:20<07:32,  4.92s/it, CE=5.438745e-01 H=5.436137e-01 dV_dx=-1.943029e-04 dV_dθ=-6.651976e-05 ||∇||=5.253160e-01 | Tr=0.9755]
 37%|███▋      | 54/145 [04:20<07:18,  4.82s/it, CE=5.438745e-01 H=5.436137e-01 dV_dx=-1.943029e-04 dV_dθ=-6.651976e-05 ||∇||=5.253160e-01 | Tr=0.9755]
 37%|███▋      | 54/145 [04:25<07:18,  4.82s/it, CE=5.431880e-01 H=5.429211e-01 dV_dx=-2.005524e-04 dV_dθ=-6.634286e-05 ||∇||=5.212799e-01 | Tr=0.9760]
 38%|███▊      | 55/145 [04:25<07:20,  4.90s/it, CE=5.431880e-01 H=5.429211e-01 dV_dx=-2.005524e-04 dV_dθ=-6.634286e-05 ||∇||=5.212799e-01 | Tr=0.9760]
 38%|███▊      | 55/145 [04:29<07:20,  4.90s/it, CE=5.425000e-01 H=5.425053e-01 dV_dx=7.051185e-05 dV_dθ=-6.521348e-05 ||∇||=5.171857e-01 | Tr=0.9764] 
 39%|███▊      | 56/145 [04:29<07:08,  4.82s/it, CE=5.425000e-01 H=5.425053e-01 dV_dx=7.051185e-05 dV_dθ=-6.521348e-05 ||∇||=5.171857e-01 | Tr=0.9764]
 39%|███▊      | 56/145 [04:35<07:08,  4.82s/it, CE=5.418188e-01 H=5.419127e-01 dV_dx=1.584879e-04 dV_dθ=-6.459657e-05 ||∇||=5.127391e-01 | Tr=0.9770]
 39%|███▉      | 57/145 [04:35<07:14,  4.94s/it, CE=5.418188e-01 H=5.419127e-01 dV_dx=1.584879e-04 dV_dθ=-6.459657e-05 ||∇||=5.127391e-01 | Tr=0.9770]
 39%|███▉      | 57/145 [04:40<07:14,  4.94s/it, CE=5.411231e-01 H=5.410548e-01 dV_dx=-6.240268e-06 dV_dθ=-6.204068e-05 ||∇||=5.075783e-01 | Tr=0.9775]
 40%|████      | 58/145 [04:40<07:13,  4.99s/it, CE=5.411231e-01 H=5.410548e-01 dV_dx=-6.240268e-06 dV_dθ=-6.204068e-05 ||∇||=5.075783e-01 | Tr=0.9775]
 40%|████      | 58/145 [04:44<07:13,  4.99s/it, CE=5.404879e-01 H=5.403876e-01 dV_dx=-3.841426e-05 dV_dθ=-6.189144e-05 ||∇||=5.036005e-01 | Tr=0.9780]
 41%|████      | 59/145 [04:44<06:58,  4.86s/it, CE=5.404879e-01 H=5.403876e-01 dV_dx=-3.841426e-05 dV_dθ=-6.189144e-05 ||∇||=5.036005e-01 | Tr=0.9780]
 41%|████      | 59/145 [04:48<06:58,  4.86s/it, CE=5.398308e-01 H=5.396372e-01 dV_dx=-1.326870e-04 dV_dθ=-6.089738e-05 ||∇||=4.994805e-01 | Tr=0.9786]
 41%|████▏     | 60/145 [04:48<06:33,  4.64s/it, CE=5.398308e-01 H=5.396372e-01 dV_dx=-1.326870e-04 dV_dθ=-6.089738e-05 ||∇||=4.994805e-01 | Tr=0.9786]
 41%|████▏     | 60/145 [04:53<06:33,  4.64s/it, CE=5.392044e-01 H=5.392445e-01 dV_dx=1.002485e-04 dV_dθ=-6.007162e-05 ||∇||=4.952664e-01 | Tr=0.9792] 
 42%|████▏     | 61/145 [04:53<06:26,  4.60s/it, CE=5.392044e-01 H=5.392445e-01 dV_dx=1.002485e-04 dV_dθ=-6.007162e-05 ||∇||=4.952664e-01 | Tr=0.9792]
 42%|████▏     | 61/145 [04:58<06:26,  4.60s/it, CE=5.386220e-01 H=5.384779e-01 dV_dx=-8.440098e-05 dV_dθ=-5.962846e-05 ||∇||=4.915085e-01 | Tr=0.9799]
 43%|████▎     | 62/145 [04:58<06:22,  4.61s/it, CE=5.386220e-01 H=5.384779e-01 dV_dx=-8.440098e-05 dV_dθ=-5.962846e-05 ||∇||=4.915085e-01 | Tr=0.9799]
 43%|████▎     | 62/145 [05:03<06:22,  4.61s/it, CE=5.380294e-01 H=5.378637e-01 dV_dx=-1.069890e-04 dV_dθ=-5.876287e-05 ||∇||=4.886132e-01 | Tr=0.9804]
