JAX Backend: gpu
JAX Devices: [CudaDevice(id=0)]

Loaded config from: /home/kraghavan/projects/ContLearn/kkt_run/kkt/../configs/mnist_condition2_heuristics.json
Problem type: classification
Dataset: mnist
Tasks: 10
AWB enabled: False

Output directory: /home/kraghavan/projects/ContLearn/kkt_run/kkt/results/mnist
Model path: /home/kraghavan/projects/ContLearn/kkt_run/kkt/results/mnist/model


############################################################
# Run 1 / 1
############################################################
Loading MNIST dataset

============================================================
Task 0
============================================================
Standard CL training (lr=0.000100, adaptive_lr_min=1.00e-06, loss_ratio=1.00)

  0%|          | 0/150 [00:00<?, ?it/s]
  1%|          | 1/150 [00:15<38:00, 15.31s/it]
 17%|█▋        | 26/150 [02:20<10:24,  5.03s/it, CE=1.297832e-01 H=1.297115e-01 dV_dx=6.441470e-07 dV_dθ=-7.233856e-05 ||∇||=3.074531e-01 | Tr=0.9642]
 17%|█▋        | 26/150 [02:25<10:24,  5.03s/it, CE=1.253639e-01 H=1.252917e-01 dV_dx=-1.699996e-06 dV_dθ=-7.054230e-05 ||∇||=3.060285e-01 | Tr=0.9655]
 18%|█▊        | 27/150 [02:25<10:12,  4.98s/it, CE=1.253639e-01 H=1.252917e-01 dV_dx=-1.699996e-06 dV_dθ=-7.054230e-05 ||∇||=3.060285e-01 | Tr=0.9655]
 18%|█▊        | 27/150 [02:29<10:12,  4.98s/it, CE=1.211896e-01 H=1.211208e-01 dV_dx=1.996888e-06 dV_dθ=-7.087369e-05 ||∇||=3.060507e-01 | Tr=0.9668] 
 19%|█▊        | 28/150 [02:29<09:50,  4.84s/it, CE=1.211896e-01 H=1.211208e-01 dV_dx=1.996888e-06 dV_dθ=-7.087369e-05 ||∇||=3.060507e-01 | Tr=0.9668]
 19%|█▊        | 28/150 [02:34<09:50,  4.84s/it, CE=1.172448e-01 H=1.171725e-01 dV_dx=-1.091618e-06 dV_dθ=-7.124258e-05 ||∇||=3.062145e-01 | Tr=0.9679]
 19%|█▉        | 29/150 [02:34<09:56,  4.93s/it, CE=1.172448e-01 H=1.171725e-01 dV_dx=-1.091618e-06 dV_dθ=-7.124258e-05 ||∇||=3.062145e-01 | Tr=0.9679]
 19%|█▉        | 29/150 [02:40<09:56,  4.93s/it, CE=1.134871e-01 H=1.134160e-01 dV_dx=-8.965129e-07 dV_dθ=-7.017600e-05 ||∇||=3.051876e-01 | Tr=0.9688]
 20%|██        | 30/150 [02:40<10:03,  5.03s/it, CE=1.134871e-01 H=1.134160e-01 dV_dx=-8.965129e-07 dV_dθ=-7.017600e-05 ||∇||=3.051876e-01 | Tr=0.9688]
 20%|██        | 30/150 [02:45<10:03,  5.03s/it, CE=1.099111e-01 H=1.098403e-01 dV_dx=-2.684003e-07 dV_dθ=-7.047727e-05 ||∇||=3.050158e-01 | Tr=0.9698]
 21%|██        | 31/150 [02:45<10:03,  5.07s/it, CE=1.099111e-01 H=1.098403e-01 dV_dx=-2.684003e-07 dV_dθ=-7.047727e-05 ||∇||=3.050158e-01 | Tr=0.9698]
 21%|██        | 31/150 [02:50<10:03,  5.07s/it, CE=1.065140e-01 H=1.064452e-01 dV_dx=1.492256e-06 dV_dθ=-7.031408e-05 ||∇||=3.051659e-01 | Tr=0.9707] 
 21%|██▏       | 32/150 [02:50<09:59,  5.08s/it, CE=1.065140e-01 H=1.064452e-01 dV_dx=1.492256e-06 dV_dθ=-7.031408e-05 ||∇||=3.051659e-01 | Tr=0.9707]
 21%|██▏       | 32/150 [02:55<09:59,  5.08s/it, CE=1.032704e-01 H=1.032009e-01 dV_dx=4.886924e-07 dV_dθ=-6.995744e-05 ||∇||=3.046248e-01 | Tr=0.9718]
 22%|██▏       | 33/150 [02:55<09:50,  5.04s/it, CE=1.032704e-01 H=1.032009e-01 dV_dx=4.886924e-07 dV_dθ=-6.995744e-05 ||∇||=3.046248e-01 | Tr=0.9718]
 22%|██▏       | 33/150 [03:00<09:50,  5.04s/it, CE=1.001783e-01 H=1.001100e-01 dV_dx=1.589162e-06 dV_dθ=-6.983927e-05 ||∇||=3.044848e-01 | Tr=0.9729]
 23%|██▎       | 34/150 [03:00<09:40,  5.00s/it, CE=1.001783e-01 H=1.001100e-01 dV_dx=1.589162e-06 dV_dθ=-6.983927e-05 ||∇||=3.044848e-01 | Tr=0.9729]
 23%|██▎       | 34/150 [03:05<09:40,  5.00s/it, CE=9.722465e-02 H=9.715410e-02 dV_dx=-4.555162e-07 dV_dθ=-7.008872e-05 ||∇||=3.041584e-01 | Tr=0.9737]
 23%|██▎       | 35/150 [03:05<09:29,  4.95s/it, CE=9.722465e-02 H=9.715410e-02 dV_dx=-4.555162e-07 dV_dθ=-7.008872e-05 ||∇||=3.041584e-01 | Tr=0.9737]
 23%|██▎       | 35/150 [03:10<09:29,  4.95s/it, CE=9.439485e-02 H=9.432485e-02 dV_dx=4.628464e-07 dV_dθ=-7.046666e-05 ||∇||=3.040360e-01 | Tr=0.9746] 
 24%|██▍       | 36/150 [03:10<09:30,  5.00s/it, CE=9.439485e-02 H=9.432485e-02 dV_dx=4.628464e-07 dV_dθ=-7.046666e-05 ||∇||=3.040360e-01 | Tr=0.9746]
 24%|██▍       | 36/150 [03:15<09:30,  5.00s/it, CE=9.167288e-02 H=9.160237e-02 dV_dx=-2.317077e-07 dV_dθ=-7.027982e-05 ||∇||=3.032621e-01 | Tr=0.9752]
 25%|██▍       | 37/150 [03:15<09:30,  5.05s/it, CE=9.167288e-02 H=9.160237e-02 dV_dx=-2.317077e-07 dV_dθ=-7.027982e-05 ||∇||=3.032621e-01 | Tr=0.9752]
 25%|██▍       | 37/150 [03:19<09:30,  5.05s/it, CE=8.905610e-02 H=8.898731e-02 dV_dx=1.270719e-06 dV_dθ=-7.006763e-05 ||∇||=3.026020e-01 | Tr=0.9761] 
 25%|██▌       | 38/150 [03:19<09:07,  4.89s/it, CE=8.905610e-02 H=8.898731e-02 dV_dx=1.270719e-06 dV_dθ=-7.006763e-05 ||∇||=3.026020e-01 | Tr=0.9761]
 25%|██▌       | 38/150 [03:24<09:07,  4.89s/it, CE=8.655592e-02 H=8.648634e-02 dV_dx=1.018329e-06 dV_dθ=-7.060349e-05 ||∇||=3.029213e-01 | Tr=0.9766]
 26%|██▌       | 39/150 [03:24<09:05,  4.91s/it, CE=8.655592e-02 H=8.648634e-02 dV_dx=1.018329e-06 dV_dθ=-7.060349e-05 ||∇||=3.029213e-01 | Tr=0.9766]
 26%|██▌       | 39/150 [03:29<09:05,  4.91s/it, CE=8.415188e-02 H=8.408007e-02 dV_dx=-5.271472e-07 dV_dθ=-7.128821e-05 ||∇||=3.030259e-01 | Tr=0.9773]
 27%|██▋       | 40/150 [03:29<09:05,  4.96s/it, CE=8.415188e-02 H=8.408007e-02 dV_dx=-5.271472e-07 dV_dθ=-7.128821e-05 ||∇||=3.030259e-01 | Tr=0.9773]
 27%|██▋       | 40/150 [03:34<09:05,  4.96s/it, CE=8.183789e-02 H=8.176673e-02 dV_dx=2.050931e-07 dV_dθ=-7.136244e-05 ||∇||=3.024814e-01 | Tr=0.9777] 
 27%|██▋       | 41/150 [03:34<08:59,  4.95s/it, CE=8.183789e-02 H=8.176673e-02 dV_dx=2.050931e-07 dV_dθ=-7.136244e-05 ||∇||=3.024814e-01 | Tr=0.9777]
 27%|██▋       | 41/150 [03:39<08:59,  4.95s/it, CE=7.959558e-02 H=7.952456e-02 dV_dx=-1.293580e-07 dV_dθ=-7.089778e-05 ||∇||=3.017911e-01 | Tr=0.9783]
 28%|██▊       | 42/150 [03:39<08:50,  4.91s/it, CE=7.959558e-02 H=7.952456e-02 dV_dx=-1.293580e-07 dV_dθ=-7.089778e-05 ||∇||=3.017911e-01 | Tr=0.9783]
 28%|██▊       | 42/150 [03:44<08:50,  4.91s/it, CE=7.743255e-02 H=7.736252e-02 dV_dx=4.980474e-07 dV_dθ=-7.052688e-05 ||∇||=3.006886e-01 | Tr=0.9788] 
 29%|██▊       | 43/150 [03:44<08:49,  4.95s/it, CE=7.743255e-02 H=7.736252e-02 dV_dx=4.980474e-07 dV_dθ=-7.052688e-05 ||∇||=3.006886e-01 | Tr=0.9788]
 29%|██▊       | 43/150 [03:49<08:49,  4.95s/it, CE=7.534900e-02 H=7.528023e-02 dV_dx=1.016540e-06 dV_dθ=-6.978142e-05 ||∇||=2.997376e-01 | Tr=0.9794]
 29%|██▉       | 44/150 [03:49<08:43,  4.94s/it, CE=7.534900e-02 H=7.528023e-02 dV_dx=1.016540e-06 dV_dθ=-6.978142e-05 ||∇||=2.997376e-01 | Tr=0.9794]
 29%|██▉       | 44/150 [03:54<08:43,  4.94s/it, CE=7.333750e-02 H=7.326751e-02 dV_dx=-6.802447e-07 dV_dθ=-6.930361e-05 ||∇||=2.986776e-01 | Tr=0.9801]
 30%|███       | 45/150 [03:54<08:43,  4.99s/it, CE=7.333750e-02 H=7.326751e-02 dV_dx=-6.802447e-07 dV_dθ=-6.930361e-05 ||∇||=2.986776e-01 | Tr=0.9801]
 30%|███       | 45/150 [03:59<08:43,  4.99s/it, CE=7.140264e-02 H=7.133462e-02 dV_dx=6.841115e-07 dV_dθ=-6.870235e-05 ||∇||=2.975380e-01 | Tr=0.9808] 
 31%|███       | 46/150 [03:59<08:36,  4.96s/it, CE=7.140264e-02 H=7.133462e-02 dV_dx=6.841115e-07 dV_dθ=-6.870235e-05 ||∇||=2.975380e-01 | Tr=0.9808]
 31%|███       | 46/150 [04:04<08:36,  4.96s/it, CE=6.952821e-02 H=6.946099e-02 dV_dx=2.244316e-07 dV_dθ=-6.744182e-05 ||∇||=2.960709e-01 | Tr=0.9814]
 31%|███▏      | 47/150 [04:04<08:36,  5.02s/it, CE=6.952821e-02 H=6.946099e-02 dV_dx=2.244316e-07 dV_dθ=-6.744182e-05 ||∇||=2.960709e-01 | Tr=0.9814]
 31%|███▏      | 47/150 [04:09<08:36,  5.02s/it, CE=6.771053e-02 H=6.764630e-02 dV_dx=2.277294e-06 dV_dθ=-6.650623e-05 ||∇||=2.945152e-01 | Tr=0.9821]
 32%|███▏      | 48/150 [04:09<08:29,  4.99s/it, CE=6.771053e-02 H=6.764630e-02 dV_dx=2.277294e-06 dV_dθ=-6.650623e-05 ||∇||=2.945152e-01 | Tr=0.9821]
 32%|███▏      | 48/150 [04:14<08:29,  4.99s/it, CE=6.595089e-02 H=6.588728e-02 dV_dx=1.314982e-06 dV_dθ=-6.492080e-05 ||∇||=2.923817e-01 | Tr=0.9826]
 33%|███▎      | 49/150 [04:14<08:28,  5.04s/it, CE=6.595089e-02 H=6.588728e-02 dV_dx=1.314982e-06 dV_dθ=-6.492080e-05 ||∇||=2.923817e-01 | Tr=0.9826]
 33%|███▎      | 49/150 [04:19<08:28,  5.04s/it, CE=6.424457e-02 H=6.418094e-02 dV_dx=-3.441318e-07 dV_dθ=-6.328800e-05 ||∇||=2.901600e-01 | Tr=0.9832]
 33%|███▎      | 50/150 [04:19<08:24,  5.04s/it, CE=6.424457e-02 H=6.418094e-02 dV_dx=-3.441318e-07 dV_dθ=-6.328800e-05 ||∇||=2.901600e-01 | Tr=0.9832]
 33%|███▎      | 50/150 [04:28<08:24,  5.04s/it, CE=6.258445e-02 H=6.252018e-02 dV_dx=-1.998757e-06 dV_dθ=-6.226324e-05 ||∇||=2.886111e-01 | Tr=0.9838 Te/Cur=0.9791 Te/Exp=0.9785]
 34%|███▍      | 51/150 [04:28<09:55,  6.01s/it, CE=6.258445e-02 H=6.252018e-02 dV_dx=-1.998757e-06 dV_dθ=-6.226324e-05 ||∇||=2.886111e-01 | Tr=0.9838 Te/Cur=0.9791 Te/Exp=0.9785]
 34%|███▍      | 51/150 [04:32<09:55,  6.01s/it, CE=6.097806e-02 H=6.091609e-02 dV_dx=-7.875320e-07 dV_dθ=-6.118313e-05 ||∇||=2.866777e-01 | Tr=0.9842]                            
 35%|███▍      | 52/150 [04:32<09:05,  5.57s/it, CE=6.097806e-02 H=6.091609e-02 dV_dx=-7.875320e-07 dV_dθ=-6.118313e-05 ||∇||=2.866777e-01 | Tr=0.9842]
 35%|███▍      | 52/150 [04:38<09:05,  5.57s/it, CE=5.941432e-02 H=5.935507e-02 dV_dx=2.322689e-07 dV_dθ=-5.947687e-05 ||∇||=2.844321e-01 | Tr=0.9846] 
 35%|███▌      | 53/150 [04:38<08:52,  5.49s/it, CE=5.941432e-02 H=5.935507e-02 dV_dx=2.322689e-07 dV_dθ=-5.947687e-05 ||∇||=2.844321e-01 | Tr=0.9846]
 35%|███▌      | 53/150 [04:43<08:52,  5.49s/it, CE=5.789621e-02 H=5.783571e-02 dV_dx=-2.421596e-06 dV_dθ=-5.807627e-05 ||∇||=2.825661e-01 | Tr=0.9850]
 36%|███▌      | 54/150 [04:43<08:40,  5.42s/it, CE=5.789621e-02 H=5.783571e-02 dV_dx=-2.421596e-06 dV_dθ=-5.807627e-05 ||∇||=2.825661e-01 | Tr=0.9850]
 36%|███▌      | 54/150 [04:48<08:40,  5.42s/it, CE=5.642178e-02 H=5.636483e-02 dV_dx=4.092191e-07 dV_dθ=-5.735831e-05 ||∇||=2.811364e-01 | Tr=0.9854] 
 37%|███▋      | 55/150 [04:48<08:23,  5.30s/it, CE=5.642178e-02 H=5.636483e-02 dV_dx=4.092191e-07 dV_dθ=-5.735831e-05 ||∇||=2.811364e-01 | Tr=0.9854]
 37%|███▋      | 55/150 [04:53<08:23,  5.30s/it, CE=5.499182e-02 H=5.493411e-02 dV_dx=-9.724401e-07 dV_dθ=-5.674238e-05 ||∇||=2.795757e-01 | Tr=0.9858]
 37%|███▋      | 56/150 [04:53<08:08,  5.19s/it, CE=5.499182e-02 H=5.493411e-02 dV_dx=-9.724401e-07 dV_dθ=-5.674238e-05 ||∇||=2.795757e-01 | Tr=0.9858]
 37%|███▋      | 56/150 [04:58<08:08,  5.19s/it, CE=5.360412e-02 H=5.354899e-02 dV_dx=3.874386e-07 dV_dθ=-5.551697e-05 ||∇||=2.777300e-01 | Tr=0.9861] 
 38%|███▊      | 57/150 [04:58<08:07,  5.24s/it, CE=5.360412e-02 H=5.354899e-02 dV_dx=3.874386e-07 dV_dθ=-5.551697e-05 ||∇||=2.777300e-01 | Tr=0.9861]
 38%|███▊      | 57/150 [05:04<08:07,  5.24s/it, CE=5.225051e-02 H=5.219644e-02 dV_dx=8.313177e-08 dV_dθ=-5.415996e-05 ||∇||=2.756125e-01 | Tr=0.9866]
 39%|███▊      | 58/150 [05:04<08:07,  5.30s/it, CE=5.225051e-02 H=5.219644e-02 dV_dx=8.313177e-08 dV_dθ=-5.415996e-05 ||∇||=2.756125e-01 | Tr=0.9866]
 39%|███▊      | 58/150 [05:08<08:07,  5.30s/it, CE=5.092667e-02 H=5.087269e-02 dV_dx=-2.608979e-07 dV_dθ=-5.371374e-05 ||∇||=2.742950e-01 | Tr=0.9869]
 39%|███▉      | 59/150 [05:08<07:47,  5.14s/it, CE=5.092667e-02 H=5.087269e-02 dV_dx=-2.608979e-07 dV_dθ=-5.371374e-05 ||∇||=2.742950e-01 | Tr=0.9869]
 39%|███▉      | 59/150 [05:13<07:47,  5.14s/it, CE=4.964083e-02 H=4.958833e-02 dV_dx=-2.129258e-08 dV_dθ=-5.247948e-05 ||∇||=2.716299e-01 | Tr=0.9873]
 40%|████      | 60/150 [05:13<07:29,  4.99s/it, CE=4.964083e-02 H=4.958833e-02 dV_dx=-2.129258e-08 dV_dθ=-5.247948e-05 ||∇||=2.716299e-01 | Tr=0.9873]
 40%|████      | 60/150 [05:18<07:29,  4.99s/it, CE=4.838516e-02 H=4.833479e-02 dV_dx=1.680153e-06 dV_dθ=-5.205533e-05 ||∇||=2.700442e-01 | Tr=0.9876] 
 41%|████      | 61/150 [05:18<07:32,  5.09s/it, CE=4.838516e-02 H=4.833479e-02 dV_dx=1.680153e-06 dV_dθ=-5.205533e-05 ||∇||=2.700442e-01 | Tr=0.9876]
