JAX Backend: gpu
JAX Devices: [CudaDevice(id=0)]

Loaded config from: runs__/configs/mnist_condition4_awb_full.json
Problem type: classification
Dataset: mnist
Tasks: 10
AWB enabled: True


############################################################
# Run 1 / 1
############################################################
Loading MNIST dataset

============================================================
Task 0
============================================================
Standard CL training (lr=0.000100, adaptive_lr_min=1.00e-06, loss_ratio=1.00)
[DEBUG] PrefetchDataLoader initialized with device: cuda:0
[DEBUG] All available JAX devices: [CudaDevice(id=0)]
[DEBUG] PrefetchDataLoader initialized with device: cuda:0
[DEBUG] All available JAX devices: [CudaDevice(id=0)]

  0%|          | 0/150 [00:00<?, ?it/s]
  1%|          | 1/150 [00:18<45:18, 18.25s/it]
 18%|█▊        | 27/150 [02:20<09:49,  4.79s/it, CE=7.363468e-01 H=7.360387e-01 dV_dx=2.633094e-06 dV_dθ=-3.107224e-04 ||∇||=5.245098e-01 | Tr=0.7558]
 18%|█▊        | 27/150 [02:25<09:49,  4.79s/it, CE=7.272958e-01 H=7.269783e-01 dV_dx=-2.431353e-06 dV_dθ=-3.150862e-04 ||∇||=5.278336e-01 | Tr=0.7585]
 19%|█▊        | 28/150 [02:25<09:47,  4.81s/it, CE=7.272958e-01 H=7.269783e-01 dV_dx=-2.431353e-06 dV_dθ=-3.150862e-04 ||∇||=5.278336e-01 | Tr=0.7585]
 19%|█▊        | 28/150 [02:29<09:47,  4.81s/it, CE=7.186147e-01 H=7.183009e-01 dV_dx=-1.765166e-07 dV_dθ=-3.136579e-04 ||∇||=5.291636e-01 | Tr=0.7615]
 19%|█▉        | 29/150 [02:29<09:20,  4.63s/it, CE=7.186147e-01 H=7.183009e-01 dV_dx=-1.765166e-07 dV_dθ=-3.136579e-04 ||∇||=5.291636e-01 | Tr=0.7615]
 19%|█▉        | 29/150 [02:33<09:20,  4.63s/it, CE=7.103022e-01 H=7.099847e-01 dV_dx=-7.841858e-07 dV_dθ=-3.167389e-04 ||∇||=5.319767e-01 | Tr=0.7642]
 20%|██        | 30/150 [02:33<09:05,  4.54s/it, CE=7.103022e-01 H=7.099847e-01 dV_dx=-7.841858e-07 dV_dθ=-3.167389e-04 ||∇||=5.319767e-01 | Tr=0.7642]
 20%|██        | 30/150 [02:37<09:05,  4.54s/it, CE=7.023440e-01 H=7.020305e-01 dV_dx=9.387274e-07 dV_dθ=-3.144422e-04 ||∇||=5.325937e-01 | Tr=0.7669] 
 21%|██        | 31/150 [02:37<08:30,  4.29s/it, CE=7.023440e-01 H=7.020305e-01 dV_dx=9.387274e-07 dV_dθ=-3.144422e-04 ||∇||=5.325937e-01 | Tr=0.7669]
 21%|██        | 31/150 [02:41<08:30,  4.29s/it, CE=6.947830e-01 H=6.944698e-01 dV_dx=-5.328516e-08 dV_dθ=-3.131255e-04 ||∇||=5.336117e-01 | Tr=0.7694]
 21%|██▏       | 32/150 [02:41<08:37,  4.39s/it, CE=6.947830e-01 H=6.944698e-01 dV_dx=-5.328516e-08 dV_dθ=-3.131255e-04 ||∇||=5.336117e-01 | Tr=0.7694]
 21%|██▏       | 32/150 [02:46<08:37,  4.39s/it, CE=6.875542e-01 H=6.872405e-01 dV_dx=-1.813666e-07 dV_dθ=-3.135629e-04 ||∇||=5.352691e-01 | Tr=0.7718]
 22%|██▏       | 33/150 [02:46<08:40,  4.45s/it, CE=6.875542e-01 H=6.872405e-01 dV_dx=-1.813666e-07 dV_dθ=-3.135629e-04 ||∇||=5.352691e-01 | Tr=0.7718]
 22%|██▏       | 33/150 [02:51<08:40,  4.45s/it, CE=6.806268e-01 H=6.803152e-01 dV_dx=-2.217379e-07 dV_dθ=-3.113081e-04 ||∇||=5.359791e-01 | Tr=0.7738]
 23%|██▎       | 34/150 [02:51<08:49,  4.56s/it, CE=6.806268e-01 H=6.803152e-01 dV_dx=-2.217379e-07 dV_dθ=-3.113081e-04 ||∇||=5.359791e-01 | Tr=0.7738]
 23%|██▎       | 34/150 [02:56<08:49,  4.56s/it, CE=6.739992e-01 H=6.736899e-01 dV_dx=-2.224252e-06 dV_dθ=-3.070548e-04 ||∇||=5.361272e-01 | Tr=0.7761]
 23%|██▎       | 35/150 [02:56<08:56,  4.67s/it, CE=6.739992e-01 H=6.736899e-01 dV_dx=-2.224252e-06 dV_dθ=-3.070548e-04 ||∇||=5.361272e-01 | Tr=0.7761]
 23%|██▎       | 35/150 [03:01<08:56,  4.67s/it, CE=6.676224e-01 H=6.673158e-01 dV_dx=-2.717662e-07 dV_dθ=-3.063860e-04 ||∇||=5.375328e-01 | Tr=0.7779]
 24%|██▍       | 36/150 [03:01<09:03,  4.76s/it, CE=6.676224e-01 H=6.673158e-01 dV_dx=-2.717662e-07 dV_dθ=-3.063860e-04 ||∇||=5.375328e-01 | Tr=0.7779]
 24%|██▍       | 36/150 [03:05<09:03,  4.76s/it, CE=6.615234e-01 H=6.612181e-01 dV_dx=3.083946e-06 dV_dθ=-3.084681e-04 ||∇||=5.400996e-01 | Tr=0.7796] 
 25%|██▍       | 37/150 [03:05<08:58,  4.77s/it, CE=6.615234e-01 H=6.612181e-01 dV_dx=3.083946e-06 dV_dθ=-3.084681e-04 ||∇||=5.400996e-01 | Tr=0.7796]
 25%|██▍       | 37/150 [03:10<08:58,  4.77s/it, CE=6.556390e-01 H=6.553330e-01 dV_dx=4.936627e-07 dV_dθ=-3.064299e-04 ||∇||=5.406150e-01 | Tr=0.7810]
 25%|██▌       | 38/150 [03:10<08:30,  4.55s/it, CE=6.556390e-01 H=6.553330e-01 dV_dx=4.936627e-07 dV_dθ=-3.064299e-04 ||∇||=5.406150e-01 | Tr=0.7810]
 25%|██▌       | 38/150 [03:14<08:30,  4.55s/it, CE=6.499964e-01 H=6.496880e-01 dV_dx=-1.253747e-06 dV_dθ=-3.071500e-04 ||∇||=5.418077e-01 | Tr=0.7828]
 26%|██▌       | 39/150 [03:14<08:26,  4.57s/it, CE=6.499964e-01 H=6.496880e-01 dV_dx=-1.253747e-06 dV_dθ=-3.071500e-04 ||∇||=5.418077e-01 | Tr=0.7828]
 26%|██▌       | 39/150 [03:19<08:26,  4.57s/it, CE=6.444636e-01 H=6.441603e-01 dV_dx=-5.092379e-07 dV_dθ=-3.027345e-04 ||∇||=5.418032e-01 | Tr=0.7847]
 27%|██▋       | 40/150 [03:19<08:30,  4.64s/it, CE=6.444636e-01 H=6.441603e-01 dV_dx=-5.092379e-07 dV_dθ=-3.027345e-04 ||∇||=5.418032e-01 | Tr=0.7847]
 27%|██▋       | 40/150 [03:24<08:30,  4.64s/it, CE=6.392155e-01 H=6.389109e-01 dV_dx=3.384765e-06 dV_dθ=-3.080174e-04 ||∇||=5.450760e-01 | Tr=0.7862] 
 27%|██▋       | 41/150 [03:24<08:32,  4.70s/it, CE=6.392155e-01 H=6.389109e-01 dV_dx=3.384765e-06 dV_dθ=-3.080174e-04 ||∇||=5.450760e-01 | Tr=0.7862]
 27%|██▋       | 41/150 [03:28<08:32,  4.70s/it, CE=6.341618e-01 H=6.338561e-01 dV_dx=1.980288e-06 dV_dθ=-3.077163e-04 ||∇||=5.463168e-01 | Tr=0.7877]
 28%|██▊       | 42/150 [03:28<08:22,  4.65s/it, CE=6.341618e-01 H=6.338561e-01 dV_dx=1.980288e-06 dV_dθ=-3.077163e-04 ||∇||=5.463168e-01 | Tr=0.7877]
 28%|██▊       | 42/150 [03:33<08:22,  4.65s/it, CE=6.292895e-01 H=6.289823e-01 dV_dx=-9.041774e-07 dV_dθ=-3.063072e-04 ||∇||=5.474747e-01 | Tr=0.7887]
 29%|██▊       | 43/150 [03:33<08:09,  4.57s/it, CE=6.292895e-01 H=6.289823e-01 dV_dx=-9.041774e-07 dV_dθ=-3.063072e-04 ||∇||=5.474747e-01 | Tr=0.7887]
 29%|██▊       | 43/150 [03:37<08:09,  4.57s/it, CE=6.245622e-01 H=6.242586e-01 dV_dx=8.160508e-07 dV_dθ=-3.043985e-04 ||∇||=5.479738e-01 | Tr=0.7900] 
 29%|██▉       | 44/150 [03:37<07:54,  4.48s/it, CE=6.245622e-01 H=6.242586e-01 dV_dx=8.160508e-07 dV_dθ=-3.043985e-04 ||∇||=5.479738e-01 | Tr=0.7900]
 29%|██▉       | 44/150 [03:42<07:54,  4.48s/it, CE=6.199992e-01 H=6.197008e-01 dV_dx=1.304938e-06 dV_dθ=-2.996999e-04 ||∇||=5.475494e-01 | Tr=0.7912]
 30%|███       | 45/150 [03:42<07:57,  4.55s/it, CE=6.199992e-01 H=6.197008e-01 dV_dx=1.304938e-06 dV_dθ=-2.996999e-04 ||∇||=5.475494e-01 | Tr=0.7912]
 30%|███       | 45/150 [03:46<07:57,  4.55s/it, CE=6.155966e-01 H=6.152986e-01 dV_dx=1.043590e-06 dV_dθ=-2.990421e-04 ||∇||=5.484971e-01 | Tr=0.7923]
 31%|███       | 46/150 [03:46<07:58,  4.60s/it, CE=6.155966e-01 H=6.152986e-01 dV_dx=1.043590e-06 dV_dθ=-2.990421e-04 ||∇||=5.484971e-01 | Tr=0.7923]
 31%|███       | 46/150 [03:51<07:58,  4.60s/it, CE=6.113516e-01 H=6.110475e-01 dV_dx=3.559356e-06 dV_dθ=-3.076340e-04 ||∇||=5.525730e-01 | Tr=0.7935]
 31%|███▏      | 47/150 [03:51<08:07,  4.73s/it, CE=6.113516e-01 H=6.110475e-01 dV_dx=3.559356e-06 dV_dθ=-3.076340e-04 ||∇||=5.525730e-01 | Tr=0.7935]
 31%|███▏      | 47/150 [03:56<08:07,  4.73s/it, CE=6.071168e-01 H=6.068013e-01 dV_dx=-2.575102e-06 dV_dθ=-3.129314e-04 ||∇||=5.555044e-01 | Tr=0.7943]
 32%|███▏      | 48/150 [03:56<08:11,  4.81s/it, CE=6.071168e-01 H=6.068013e-01 dV_dx=-2.575102e-06 dV_dθ=-3.129314e-04 ||∇||=5.555044e-01 | Tr=0.7943]
 32%|███▏      | 48/150 [04:01<08:11,  4.81s/it, CE=6.030424e-01 H=6.027274e-01 dV_dx=3.315847e-06 dV_dθ=-3.182888e-04 ||∇||=5.585644e-01 | Tr=0.7955] 
 33%|███▎      | 49/150 [04:01<07:57,  4.72s/it, CE=6.030424e-01 H=6.027274e-01 dV_dx=3.315847e-06 dV_dθ=-3.182888e-04 ||∇||=5.585644e-01 | Tr=0.7955]
 33%|███▎      | 49/150 [04:05<07:57,  4.72s/it, CE=5.991157e-01 H=5.987937e-01 dV_dx=1.153411e-06 dV_dθ=-3.231526e-04 ||∇||=5.618675e-01 | Tr=0.7971]
 33%|███▎      | 50/150 [04:05<07:41,  4.62s/it, CE=5.991157e-01 H=5.987937e-01 dV_dx=1.153411e-06 dV_dθ=-3.231526e-04 ||∇||=5.618675e-01 | Tr=0.7971]
 33%|███▎      | 50/150 [04:13<07:41,  4.62s/it, CE=5.950959e-01 H=5.947767e-01 dV_dx=1.323637e-06 dV_dθ=-3.204725e-04 ||∇||=5.620413e-01 | Tr=0.7983 Te/Cur=0.7989 Te/Exp=0.7999]
 34%|███▍      | 51/150 [04:13<09:16,  5.62s/it, CE=5.950959e-01 H=5.947767e-01 dV_dx=1.323637e-06 dV_dθ=-3.204725e-04 ||∇||=5.620413e-01 | Tr=0.7983 Te/Cur=0.7989 Te/Exp=0.7999]
 34%|███▍      | 51/150 [04:18<09:16,  5.62s/it, CE=5.911918e-01 H=5.908621e-01 dV_dx=-2.624165e-06 dV_dθ=-3.271301e-04 ||∇||=5.654726e-01 | Tr=0.7998]                           
 35%|███▍      | 52/150 [04:18<08:55,  5.46s/it, CE=5.911918e-01 H=5.908621e-01 dV_dx=-2.624165e-06 dV_dθ=-3.271301e-04 ||∇||=5.654726e-01 | Tr=0.7998]
 35%|███▍      | 52/150 [04:23<08:55,  5.46s/it, CE=5.874221e-01 H=5.870912e-01 dV_dx=1.976007e-07 dV_dθ=-3.311234e-04 ||∇||=5.678732e-01 | Tr=0.8010] 
 35%|███▌      | 53/150 [04:23<08:28,  5.24s/it, CE=5.874221e-01 H=5.870912e-01 dV_dx=1.976007e-07 dV_dθ=-3.311234e-04 ||∇||=5.678732e-01 | Tr=0.8010]
 35%|███▌      | 53/150 [04:27<08:28,  5.24s/it, CE=5.837168e-01 H=5.833841e-01 dV_dx=-2.571822e-06 dV_dθ=-3.301555e-04 ||∇||=5.679405e-01 | Tr=0.8022]
 36%|███▌      | 54/150 [04:27<07:45,  4.85s/it, CE=5.837168e-01 H=5.833841e-01 dV_dx=-2.571822e-06 dV_dθ=-3.301555e-04 ||∇||=5.679405e-01 | Tr=0.8022]
 36%|███▌      | 54/150 [04:32<07:45,  4.85s/it, CE=5.800955e-01 H=5.797591e-01 dV_dx=-3.300356e-06 dV_dθ=-3.330919e-04 ||∇||=5.699469e-01 | Tr=0.8031]
 37%|███▋      | 55/150 [04:32<07:31,  4.75s/it, CE=5.800955e-01 H=5.797591e-01 dV_dx=-3.300356e-06 dV_dθ=-3.330919e-04 ||∇||=5.699469e-01 | Tr=0.8031]
 37%|███▋      | 55/150 [04:37<07:31,  4.75s/it, CE=5.765994e-01 H=5.762702e-01 dV_dx=-6.483869e-07 dV_dθ=-3.285525e-04 ||∇||=5.692326e-01 | Tr=0.8043]
 37%|███▋      | 56/150 [04:37<07:33,  4.82s/it, CE=5.765994e-01 H=5.762702e-01 dV_dx=-6.483869e-07 dV_dθ=-3.285525e-04 ||∇||=5.692326e-01 | Tr=0.8043]
 37%|███▋      | 56/150 [04:42<07:33,  4.82s/it, CE=5.732187e-01 H=5.728928e-01 dV_dx=2.816327e-06 dV_dθ=-3.286507e-04 ||∇||=5.700167e-01 | Tr=0.8055] 
 38%|███▊      | 57/150 [04:42<07:34,  4.88s/it, CE=5.732187e-01 H=5.728928e-01 dV_dx=2.816327e-06 dV_dθ=-3.286507e-04 ||∇||=5.700167e-01 | Tr=0.8055]
 38%|███▊      | 57/150 [04:47<07:34,  4.88s/it, CE=5.699232e-01 H=5.695974e-01 dV_dx=-6.327392e-07 dV_dθ=-3.251713e-04 ||∇||=5.692933e-01 | Tr=0.8066]
 39%|███▊      | 58/150 [04:47<07:41,  5.01s/it, CE=5.699232e-01 H=5.695974e-01 dV_dx=-6.327392e-07 dV_dθ=-3.251713e-04 ||∇||=5.692933e-01 | Tr=0.8066]
 39%|███▊      | 58/150 [04:52<07:41,  5.01s/it, CE=5.667404e-01 H=5.664164e-01 dV_dx=1.033439e-06 dV_dθ=-3.250455e-04 ||∇||=5.703702e-01 | Tr=0.8074] 
 39%|███▉      | 59/150 [04:52<07:38,  5.04s/it, CE=5.667404e-01 H=5.664164e-01 dV_dx=1.033439e-06 dV_dθ=-3.250455e-04 ||∇||=5.703702e-01 | Tr=0.8074]
 39%|███▉      | 59/150 [04:56<07:38,  5.04s/it, CE=5.636325e-01 H=5.633090e-01 dV_dx=6.367971e-07 dV_dθ=-3.241952e-04 ||∇||=5.708382e-01 | Tr=0.8085]
 40%|████      | 60/150 [04:56<07:15,  4.84s/it, CE=5.636325e-01 H=5.633090e-01 dV_dx=6.367971e-07 dV_dθ=-3.241952e-04 ||∇||=5.708382e-01 | Tr=0.8085]
 40%|████      | 60/150 [05:01<07:15,  4.84s/it, CE=5.606439e-01 H=5.603128e-01 dV_dx=-3.899192e-06 dV_dθ=-3.272154e-04 ||∇||=5.726510e-01 | Tr=0.8095]
 41%|████      | 61/150 [05:01<07:05,  4.78s/it, CE=5.606439e-01 H=5.603128e-01 dV_dx=-3.899192e-06 dV_dθ=-3.272154e-04 ||∇||=5.726510e-01 | Tr=0.8095]
